Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P91134	PURA_CAEEL	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	adss-1 C37H5.6	Caenorhabditis elegans	457
P91341	PWP2_CAEEL	reviewed	Periodic tryptophan protein 2 homolog	F55F8.3	Caenorhabditis elegans	910
Q1ENI8	PXDN_CAEEL	reviewed	Peroxidasin homolog (EC 1.11.1.7)	pxn-1 ZK994.3	Caenorhabditis elegans	1285
Q09476	PXL1_CAEEL	reviewed	Paxillin homolog 1	pxl-1 tag-327 C28H8.6	Caenorhabditis elegans	413
O17732	PYC1_CAEEL	reviewed	Pyruvate carboxylase 1 (EC 6.4.1.1) (Pyruvic carboxylase 1) (PCB 1)	pyc-1 D2023.2	Caenorhabditis elegans	1175
Q9NEU3	QTRD1_CAEEL	reviewed	Queuine tRNA-ribosyltransferase subunit tgt-2 (EC 2.4.2.29) (tRNA-guanine transglycosylase subunit tgt-2)	tgt-2 Y39B6A.35	Caenorhabditis elegans	373
P48162	R23A1_CAEEL	reviewed	60S ribosomal protein L23a 1	rpl-25.1 F55D10.2	Caenorhabditis elegans	147
Q20647	R23A2_CAEEL	reviewed	60S ribosomal protein L23a 2	rpl-25.2 F52B5.6	Caenorhabditis elegans	146
Q8MXS1	RAB18_CAEEL	reviewed	Ras-related protein Rab-18	rab-18 Y92C3B.3	Caenorhabditis elegans	203
Q20365	RAB33_CAEEL	reviewed	Ras-related protein Rab-33	rab-33 F43D9.2	Caenorhabditis elegans	307
Q94986	RAB3_CAEEL	reviewed	Ras-related protein Rab-3	rab-3 C18A3.6	Caenorhabditis elegans	219
P34213	RAB6A_CAEEL	reviewed	Ras-related protein Rab-6.1	rab-6.1 F59B2.7	Caenorhabditis elegans	205
Q22782	RAB6B_CAEEL	reviewed	Ras-related protein Rab-6.2	rab-6.2 T25G12.4	Caenorhabditis elegans	205
Q03206	RAC1_CAEEL	reviewed	Ras-related protein ced-10 (CErac1) (Cell death protein 10) (Cell-corpse engulfment protein ced-10) (Ras-related protein rac-1)	ced-10 rac-1 C09G12.8	Caenorhabditis elegans	191
Q94124	RAC2_CAEEL	reviewed	Ras-related protein rac-2	rac-2 K03D3.10	Caenorhabditis elegans	195
O44199	RAD50_CAEEL	reviewed	DNA repair protein rad-50 (EC 3.6.-.-)	rad-50 T04H1.4	Caenorhabditis elegans	1298
O17915	RAN_CAEEL	reviewed	GTP-binding nuclear protein ran-1 (Ras-related nuclear protein 1)	ran-1 K01G5.4	Caenorhabditis elegans	215
Q18246	RAP1_CAEEL	reviewed	Ras-related protein Rap-1	rap-1 C27B7.8	Caenorhabditis elegans	188
Q09485	RAPSN_CAEEL	reviewed	43 kDa receptor-associated protein of the synapse homolog (RAPsyn)	rpy-1 C18H9.7	Caenorhabditis elegans	596
Q22908	RASEF_CAEEL	reviewed	Ras and EF-hand domain-containing protein homolog	tag-312 C33D12.6	Caenorhabditis elegans	656
Q93538	RB3GP_CAEEL	reviewed	Rab3 GTPase-activating protein catalytic subunit (Rab3 GTPase-activating protein 1)	rbg-1 F20D1.6	Caenorhabditis elegans	915
P90917	RBA1_CAEEL	reviewed	Probable histone-binding protein rba-1	rba-1 K07A1.11	Caenorhabditis elegans	412
Q09309	RBBP5_CAEEL	reviewed	Retinoblastoma-binding protein homolog 5	rbbp-5 F21H12.1	Caenorhabditis elegans	454
P41885	RBF1_CAEEL	reviewed	Rabphilin-1	rbf-1 F37A4.7	Caenorhabditis elegans	1106
Q22670	RBGPR_CAEEL	reviewed	Rab3 GTPase-activating protein regulatory subunit (Rab3 GTPase-activating protein 2)	rbg-2 T22C1.10	Caenorhabditis elegans	1307
Q23457	RBX1_CAEEL	reviewed	RING-box protein 1 (Rbx1) (Ce-rbx-1)	rbx-1 ZK287.5	Caenorhabditis elegans	110
P53806	RCANL_CAEEL	reviewed	Calcipressin-like protein (Down syndrome candidate region 1-like protein)	rcn-1 dscr1l F54E7.7	Caenorhabditis elegans	207
Q18211	RCC1_CAEEL	reviewed	Regulator of chromosome condensation (Cell cycle regulatory protein) (RCC1 homolog)	ran-3 C26D10.1	Caenorhabditis elegans	569
Q23400	RCL1_CAEEL	reviewed	Probable RNA 3'-terminal phosphate cyclase-like protein	ZK1127.5	Caenorhabditis elegans	379
Q18919	RCOR_CAEEL	reviewed	REST corepressor spr-1 (CoREST) (Suppressor of presenilin 1)	spr-1 D1014.8	Caenorhabditis elegans	558
Q9XUB3	REC8_CAEEL	reviewed	Meiotic recombination protein rec-8 (Cohesin rec-8)	rec-8 W02A2.6	Caenorhabditis elegans	781
Q9TXJ8	RECQ1_CAEEL	reviewed	Putative ATP-dependent DNA helicase Q1 (EC 3.6.4.12)	K02F3.12	Caenorhabditis elegans	631
O76512	RENT1_CAEEL	reviewed	Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase smg-2) (Nonsense mRNA reducing factor 1) (Up-frameshift suppressor 1 homolog)	smg-2 Y48G8AL.6	Caenorhabditis elegans	1069
P52879	RER1_CAEEL	reviewed	Protein RER1 homolog	rer-1 F46C5.8	Caenorhabditis elegans	191
P34431	RETR1_CAEEL	reviewed	Retrotransposon-like protein 1 (EC 3.4.23.-)	retr-1 F44E2.2	Caenorhabditis elegans	517
O44568	RF1M_CAEEL	reviewed	Probable peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)	W03F8.3	Caenorhabditis elegans	389
Q19537	RFA1_CAEEL	reviewed	Probable replication factor A 73 kDa subunit (RP-A p73) (Replication factor A protein 1) (RF-A protein 1)	rpa-1 F18A1.5	Caenorhabditis elegans	655
P53016	RFC4_CAEEL	reviewed	Replication factor C subunit 4 (Activator 1 subunit 4)	rfc-4 F31E3.3	Caenorhabditis elegans	334
P34429	RFC5_CAEEL	reviewed	Probable replication factor C subunit 5 (Activator 1 subunit 5)	F44B9.8	Caenorhabditis elegans	368
Q23444	RFT1_CAEEL	reviewed	Protein RFT1 homolog	ZK180.3	Caenorhabditis elegans	522
P34348	RFS1_CAEEL	reviewed	RAD51-like protein 1	rfs-1 C30A5.2	Caenorhabditis elegans	245
P34342	RGP2_CAEEL	reviewed	Ran GTPase-activating protein 2 (Ran nuclear import/export-related protein 2) (RanGAP)	ran-2 C29E4.3	Caenorhabditis elegans	960
O45523	RGS10_CAEEL	reviewed	Regulator of G-protein signaling rgs-10	rgs-10 F45B8.2	Caenorhabditis elegans	270
O45524	RGS11_CAEEL	reviewed	Regulator of G-protein signaling rgs-11	rgs-11 F45B8.1	Caenorhabditis elegans	274
P49808	RGS2_CAEEL	reviewed	Regulator of G-protein signaling rgs-2	rgs-2 F16H9.1	Caenorhabditis elegans	169
P34295	RGS1_CAEEL	reviewed	Regulator of G-protein signaling rgs-1	rgs-1 C05B5.7	Caenorhabditis elegans	201
Q18312	RGS3_CAEEL	reviewed	Regulator of G-protein signaling rgs-3	rgs-3 C29H12.3	Caenorhabditis elegans	363
Q18563	RGS6_CAEEL	reviewed	Regulator of G-protein signaling rgs-6	rgs-6 C41G11.3/C41G11.2	Caenorhabditis elegans	706
Q10955	RGS5_CAEEL	reviewed	Regulator of G-protein signaling rgs-5	rgs-5 B0336.4	Caenorhabditis elegans	492
Q8WQC0	RGS7_CAEEL	reviewed	Regulator of G-protein signaling rgs-7 (Protein C2-RGS) (Regulator of G-protein signaling c2)	rgs-7 F56B6.2	Caenorhabditis elegans	819
Q23376	RGS9_CAEEL	reviewed	Regulator of G-protein signaling rgs-9	rgs-9 ZC53.7	Caenorhabditis elegans	235
P34305	RHA2_CAEEL	reviewed	Putative ATP-dependent RNA helicase rha-2 (EC 3.6.4.13)	rha-2 C06E1.10	Caenorhabditis elegans	1148
P34443	RHEB1_CAEEL	reviewed	GTP-binding protein Rheb homolog 1	rheb-1 F54C8.5	Caenorhabditis elegans	207
Q22038	RHO1_CAEEL	reviewed	Ras-like GTP-binding protein rhoA	rho-1 rhoa Y51H4A.3	Caenorhabditis elegans	192
Q9XVW1	RHY1_CAEEL	reviewed	Regulator of hypoxia-inducible factor 1	rhy-1 W07A12.7	Caenorhabditis elegans	502
P91124	RIC19_CAEEL	reviewed	Resistance to inhibitors of cholinesterase protein 19 (ICA1 homolog)	ric-19 C32E8.7	Caenorhabditis elegans	430
Q09417	RIC1_CAEEL	reviewed	Guanine nucleotide exchange factor subunit R06F6.8 (Protein RIC1 homolog)	R06F6.8	Caenorhabditis elegans	1470
Q22472	RIC3_CAEEL	reviewed	Resistance to inhibitors of cholinesterase protein 3	ric-3 des-5 T14A8.1	Caenorhabditis elegans	378
Q9GSX9	RIC8_CAEEL	reviewed	Synembryn (Resistance to inhibitors of cholinesterase protein 8)	ric-8 Y69A2AR.2	Caenorhabditis elegans	566
Q22366	RIM_CAEEL	reviewed	Rab-3-interacting molecule unc-10 (Rim) (Uncoordinated protein 10)	unc-10 T10A3.1	Caenorhabditis elegans	1563
Q03604	RIR1_CAEEL	reviewed	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleotide reductase large subunit)	rnr-1 T23G5.1	Caenorhabditis elegans	788
P42170	RIR2_CAEEL	reviewed	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	rnr-2 C03C10.3	Caenorhabditis elegans	381
Q9N4I4	RL10A_CAEEL	reviewed	60S ribosomal protein L10a	rpl-10a rpl-1 Y71F9AL.13	Caenorhabditis elegans	216
Q09533	RL10_CAEEL	reviewed	60S ribosomal protein L10 (QM protein homolog)	rpl-10 F10B5.1	Caenorhabditis elegans	214
Q94300	RL11_CAEEL	reviewed	60S ribosomal protein L11	rpl-11.1 T22F3.4	Caenorhabditis elegans	196
P61866	RL12_CAEEL	reviewed	60S ribosomal protein L12	rpl-12 JC8.3	Caenorhabditis elegans	165
Q27389	RL13A_CAEEL	reviewed	60S ribosomal protein L13a	rpl-16 M01F1.2	Caenorhabditis elegans	202
P91128	RL13_CAEEL	reviewed	60S ribosomal protein L13	rpl-13 C32E8.2	Caenorhabditis elegans	207
P91374	RL15_CAEEL	reviewed	60S ribosomal protein L15	rpl-15 K11H12.2	Caenorhabditis elegans	204
Q9BL19	RL17_CAEEL	reviewed	60S ribosomal protein L17	rpl-17 Y48G8AL.8	Caenorhabditis elegans	187
O44480	RL18A_CAEEL	reviewed	60S ribosomal protein L18a	rpl-20 E04A4.8	Caenorhabditis elegans	180
O45946	RL18_CAEEL	reviewed	60S ribosomal protein L18	rpl-18 Y45F10D.12	Caenorhabditis elegans	188
O02639	RL19_CAEEL	reviewed	60S ribosomal protein L19	rpl-19 C09D4.5	Caenorhabditis elegans	198
P34334	RL21_CAEEL	reviewed	60S ribosomal protein L21	rpl-21 C14B9.7	Caenorhabditis elegans	161
P52819	RL22_CAEEL	reviewed	60S ribosomal protein L22	rpl-22 C27A2.2	Caenorhabditis elegans	130
P48158	RL23_CAEEL	reviewed	60S ribosomal protein L23	rpl-23 B0336.10	Caenorhabditis elegans	140
O01868	RL24_CAEEL	reviewed	60S ribosomal protein L24	rpl-24.1 D1007.12	Caenorhabditis elegans	159
Q19869	RL26_CAEEL	reviewed	60S ribosomal protein L26	rpl-26 F28C6.7	Caenorhabditis elegans	142
P91914	RL27_CAEEL	reviewed	60S ribosomal protein L27	rpl-27 C53H9.1	Caenorhabditis elegans	136
Q21930	RL28_CAEEL	reviewed	60S ribosomal protein L28	rpl-28 R11D1.8	Caenorhabditis elegans	126
Q9U332	RL31_CAEEL	reviewed	60S ribosomal protein L31	rpl-31 W09C5.6	Caenorhabditis elegans	122
P49180	RL35A_CAEEL	reviewed	60S ribosomal protein L35a	rpl-33 F10E7.7	Caenorhabditis elegans	124
P34662	RL35_CAEEL	reviewed	60S ribosomal protein L35	rpl-35 ZK652.4	Caenorhabditis elegans	123
P49181	RL36_CAEEL	reviewed	60S ribosomal protein L36	rpl-36 F37C12.4	Caenorhabditis elegans	104
Q9U2A8	RL37A_CAEEL	reviewed	60S ribosomal protein L37a	rpl-43 rpl-37a Y48B6A.2	Caenorhabditis elegans	91
P49622	RL37_CAEEL	reviewed	60S ribosomal protein L37	rpl-37 C54C6.1	Caenorhabditis elegans	91
O17570	RL38_CAEEL	reviewed	60S ribosomal protein L38	rpl-38 C06B8.8	Caenorhabditis elegans	70
P52814	RL39_CAEEL	reviewed	60S ribosomal protein L39	rpl-39 C26F1.9	Caenorhabditis elegans	51
P50880	RL3_CAEEL	reviewed	60S ribosomal protein L3	rpl-3 F13B10.2	Caenorhabditis elegans	401
P49632	RL40_CAEEL	reviewed	Ubiquitin-60S ribosomal protein L40 (CEP52) [Cleaved into: Ubiquitin; 60S ribosomal protein L40]	ubq-2 ubib ZK1010.1	Caenorhabditis elegans	128
P48166	RL44_CAEEL	reviewed	60S ribosomal protein L44 (L41)	rpl-41 C09H10.2	Caenorhabditis elegans	105
O02056	RL4_CAEEL	reviewed	60S ribosomal protein L4	rpl-4 B0041.4	Caenorhabditis elegans	345
P49405	RL5_CAEEL	reviewed	60S ribosomal protein L5	rpl-5 F54C9.5	Caenorhabditis elegans	293
P47991	RL6_CAEEL	reviewed	60S ribosomal protein L6	rpl-6 R151.3	Caenorhabditis elegans	217
Q966C6	RL7A_CAEEL	reviewed	60S ribosomal protein L7a	rpl-7A Y24D9A.4	Caenorhabditis elegans	265
O01802	RL7_CAEEL	reviewed	60S ribosomal protein L7	rpl-7 F53G12.10	Caenorhabditis elegans	244
Q9XVF7	RL8_CAEEL	reviewed	60S ribosomal protein L8	rpl-8 rpl-2 B0250.1	Caenorhabditis elegans	260
Q95Y90	RL9_CAEEL	reviewed	60S ribosomal protein L9	rpl-9 R13A5.8	Caenorhabditis elegans	189
Q93572	RLA0_CAEEL	reviewed	60S acidic ribosomal protein P0	rpa-0 F25H2.10	Caenorhabditis elegans	312
P91913	RLA1_CAEEL	reviewed	60S acidic ribosomal protein P1 (Ribosomal protein large subunit P1)	rla-1 rpa-1 Y37E3.7	Caenorhabditis elegans	111
O01504	RLA2_CAEEL	reviewed	60S acidic ribosomal protein P2	rpa-2 C37A2.7	Caenorhabditis elegans	107
O45962	RLE1_CAEEL	reviewed	Regulation of longevity by E3 ubiquitin-protein ligase	rle-1 M142.6	Caenorhabditis elegans	952
Q17606	RLP24_CAEEL	reviewed	Probable ribosome biogenesis protein RLP24	rpl-24.2 C03D6.8	Caenorhabditis elegans	162
P49404	RM03_CAEEL	reviewed	Putative 39S ribosomal protein L3, mitochondrial	mrps-18C C26E6.6	Caenorhabditis elegans	403
P34264	RM11_CAEEL	reviewed	Probable 39S ribosomal protein L11, mitochondrial	mrpl-11 B0303.15	Caenorhabditis elegans	195
P34378	RM18_CAEEL	reviewed	39S ribosomal protein L18, mitochondrial	mrpl-18 D2007.4	Caenorhabditis elegans	170
Q95Y83	RM19_CAEEL	reviewed	Probable 39S ribosomal protein L19, mitochondrial	mrpl-19 Y119C1B.4	Caenorhabditis elegans	288
Q9GYS9	RM23_CAEEL	reviewed	Probable 39S ribosomal protein L23, mitochondrial (L23mt) (MRP-L23)	mrpl-23 T08B2.8	Caenorhabditis elegans	159
P91353	RM24_CAEEL	reviewed	Probable 39S ribosomal protein L24, mitochondrial (L24mt) (MRP-L24)	mrpl-24 F59A3.3	Caenorhabditis elegans	278
Q04907	RM32_CAEEL	reviewed	Probable 39S ribosomal protein L32, mitochondrial (L32mt) (MRP-L32)	mrpl-32 C30C11.1	Caenorhabditis elegans	183
Q21454	RM35_CAEEL	reviewed	Probable 39S ribosomal protein L35, mitochondrial (L35mt) (MRP-L35)	mrpl-35 M01F1.6	Caenorhabditis elegans	158
Q95Y71	RM45_CAEEL	reviewed	Probable 39S ribosomal protein L45, mitochondrial	mrpl-45 Y119D3B.16	Caenorhabditis elegans	357
P90993	RM41_CAEEL	reviewed	39S ribosomal protein L41, mitochondrial (L41mt) (MRP-L41)	mrpl-41 B0432.3	Caenorhabditis elegans	180
Q21939	RM49_CAEEL	reviewed	Probable 39S ribosomal protein L49, mitochondrial (L49mt) (MRP-L49)	mrpl-49 R11D1.9	Caenorhabditis elegans	187
Q22438	RM51_CAEEL	reviewed	39S ribosomal protein L51, mitochondrial (L51mt) (MRP-L51)	mrpl-51 T12G3.5	Caenorhabditis elegans	199
P34560	RMD1_CAEEL	reviewed	Regulator of microtubule dynamics protein 1	rmd-1 T05G5.7	Caenorhabditis elegans	226
Q9GYH7	RME6_CAEEL	reviewed	Receptor-mediated endocytosis protein 6	rme-6 F49E7.1	Caenorhabditis elegans	1093
O17917	RN113_CAEEL	reviewed	RING finger protein 113 homolog	rnf-113 K01G5.1	Caenorhabditis elegans	384
Q09251	RN121_CAEEL	reviewed	RING finger protein 121	rnf-121 C16C10.5	Caenorhabditis elegans	409
Q20548	RN207_CAEEL	reviewed	Probable RING finger protein 207 homolog	F47G9.4	Caenorhabditis elegans	822
O01326	RNC_CAEEL	reviewed	Ribonuclease 3 (EC 3.1.26.3) (Protein drosha) (Ribonuclease III) (RNase III)	drsh-1 F26E4.10	Caenorhabditis elegans	1086
Q09463	RNF5_CAEEL	reviewed	RING finger protein 5	rnf-5 C16C10.7	Caenorhabditis elegans	235
Q9U6P6	RNH2A_CAEEL	reviewed	Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (RNase H(35)) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A)	rnh-2 rnh2 T13H5.7	Caenorhabditis elegans	297
Q10667	RNP1_CAEEL	reviewed	RNA-binding protein rnp-1	rnp-1 ZK863.7	Caenorhabditis elegans	305
O44476	RNZ_CAEEL	reviewed	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (CeELAC2) (Homolog of ELAC2 protein 1) (tRNA 3 endonuclease) (tRNase Z)	hoe-1 E04A4.4	Caenorhabditis elegans	833
Q27274	RO60_CAEEL	reviewed	60 kDa SS-A/Ro ribonucleoprotein homolog	rop-1 C12D8.11	Caenorhabditis elegans	643
Q22037	ROA1_CAEEL	reviewed	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1)	hrp-1 rbp-1 F42A6.7	Caenorhabditis elegans	346
P92199	ROCK_CAEEL	reviewed	Rho-associated protein kinase let-502 (EC 2.7.11.1) (Lethal protein 502) (Rho-binding kinase let-502)	let-502 C10H11.9	Caenorhabditis elegans	1173
O17213	ROGDI_CAEEL	reviewed	Protein rogdi homolog	H14A12.3	Caenorhabditis elegans	292
P20784	ROL6_CAEEL	reviewed	Cuticle collagen rol-6 (Protein roller-6)	rol-6 T01B7.7	Caenorhabditis elegans	348
Q19821	ROM1_CAEEL	reviewed	Rhomboid-related protein 1 (EC 3.4.21.105)	rom-1 F26F4.3	Caenorhabditis elegans	356
Q8I7I5	ROL3_CAEEL	reviewed	Protein roller-3	rol-3 C16D9.2	Caenorhabditis elegans	2481
P34356	ROM2_CAEEL	reviewed	Rhomboid-related protein 2 (EC 3.4.21.105)	rom-2 C48B4.2	Caenorhabditis elegans	435
Q9N5K2	RPAB1_CAEEL	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (RPB5 homolog)	rpb-5 H27M09.2	Caenorhabditis elegans	211
Q17684	RPAB2_CAEEL	reviewed	Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (RPB6 homolog)	rpb-6 C06A1.5	Caenorhabditis elegans	137
Q19826	RPAB3_CAEEL	reviewed	Probable DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (RNA polymerase B subunit 8) (RPB8) (RPB17)	rpb-8 F26F4.11	Caenorhabditis elegans	148
Q9GR61	RPAB5_CAEEL	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5)	rpb-10 Y37E3.3	Caenorhabditis elegans	67
P34476	RPAC2_CAEEL	reviewed	Probable DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (AC19) (DNA-directed RNA polymerase I subunit D)	rpac-19 F58A4.9	Caenorhabditis elegans	144
Q9XVH6	RPB11_CAEEL	reviewed	Probable DNA-directed RNA polymerase II subunit RPB11 (RNA polymerase II subunit B11) (DNA-directed RNA polymerase II subunit J)	rpb-11 W01G7.3	Caenorhabditis elegans	122
P30641	RPAP2_CAEEL	reviewed	Putative RNA polymerase II subunit B1 CTD phosphatase R08D7.2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2)	R08D7.2	Caenorhabditis elegans	455
P16356	RPB1_CAEEL	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit)	ama-1 rpb-1 F36A4.7	Caenorhabditis elegans	1856
Q10578	RPB2_CAEEL	reviewed	DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (EC 2.7.7.6)	rpb-2 C26E6.4	Caenorhabditis elegans	1193
P91529	RPC6_CAEEL	reviewed	Probable DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (DNA-directed RNA polymerase III subunit F)	W09C3.4	Caenorhabditis elegans	296
Q9N3F0	RPF2_CAEEL	reviewed	Ribosome production factor 2 homolog (Brix domain-containing protein 1 homolog) (Ribosome biogenesis protein RPF2 homolog)	Y54E10A.10	Caenorhabditis elegans	297
P34578	RPGF1_CAEEL	reviewed	Rap guanine nucleotide exchange factor 1 (Exchange protein activated by cyclic AMP 1)	epac-1 T20G5.5	Caenorhabditis elegans	1038
Q5DX34	RPGRH_CAEEL	reviewed	X-linked retinitis pigmentosa GTPase regulator homolog (Gut granule loss protein 4)	glo-4 F07C3.4	Caenorhabditis elegans	1386
G5EDB9	RPGF_CAEEL	reviewed	Rap guanine nucleotide exchange factor (RA-GEF) (PDZ-domain-containing exchange factor)	pxf-1 ra-gef T14G10.2	Caenorhabditis elegans	1470
P41994	RPIA_CAEEL	reviewed	Probable-ribose 5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	rpia-1 B0280.3	Caenorhabditis elegans	251
Q17551	RPM1_CAEEL	reviewed	E3 ubiquitin-protein ligase rpm-1 (EC 6.3.2.-) (Pam/highwire/rpm-1 protein) (Regulator of presynaptic morphology protein 1) (Synapse defective protein 3)	rpm-1 syd-3 C01B7.6	Caenorhabditis elegans	3766
Q9GZH4	RPN1_CAEEL	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (EC 2.4.99.18) (Ribophorin I) (RPN-I)	ribo-1 T22D1.4	Caenorhabditis elegans	586
P91390	RPN2_CAEEL	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (EC 2.4.99.18) (Oligosaccharyl transferase delta subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)	ostd-1 M01A10.3	Caenorhabditis elegans	280
Q20498	RRC1_CAEEL	reviewed	GTPase-activating protein rrc-1 (RhoGAP for Rac-1 and Cdc-42)	rrc-1 F47A4.3	Caenorhabditis elegans	759
P91478	RRFM_CAEEL	reviewed	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	mrrf-1 T20F5.3	Caenorhabditis elegans	238
P91318	RRP15_CAEEL	reviewed	RRP15-like protein	F53E10.6	Caenorhabditis elegans	191
Q18674	RRP1_CAEEL	reviewed	Ribosomal RNA processing protein 1 homolog (RRP1-like protein)	C47E12.7	Caenorhabditis elegans	397
Q17632	RRP44_CAEEL	reviewed	Probable exosome complex exonuclease RRP44 (EC 3.1.13.-) (Protein DIS3 homolog) (Ribosomal RNA-processing protein 44)	dis-3 C04G2.6	Caenorhabditis elegans	961
O44410	RRP8_CAEEL	reviewed	Ribosomal RNA-processing protein 8 (EC 2.1.1.-)	T07A9.8	Caenorhabditis elegans	343
Q23314	RRP7_CAEEL	reviewed	Ribosomal RNA-processing protein 7 homolog	ZC434.4	Caenorhabditis elegans	270
Q9XVT0	RRS1_CAEEL	reviewed	Ribosome biogenesis regulatory protein homolog	rrbs-1 C15H11.9	Caenorhabditis elegans	333
P49196	RS12_CAEEL	reviewed	40S ribosomal protein S12	rps-12 F54E7.2	Caenorhabditis elegans	140
P51404	RS13_CAEEL	reviewed	40S ribosomal protein S13	rps-13 C16A3.9	Caenorhabditis elegans	151
P48150	RS14_CAEEL	reviewed	40S ribosomal protein S14	rps-14 F37C12.9	Caenorhabditis elegans	152
Q9XVP0	RS15_CAEEL	reviewed	40S ribosomal protein S15	rps-15 F36A2.6	Caenorhabditis elegans	151
Q22054	RS16_CAEEL	reviewed	40S ribosomal protein S16	rps-16 T01C3.6	Caenorhabditis elegans	144
O01692	RS17_CAEEL	reviewed	40S ribosomal protein S17	rps-17 T08B2.10	Caenorhabditis elegans	130
O18650	RS19_CAEEL	reviewed	40S ribosomal protein S19	rps-19 T05F1.3	Caenorhabditis elegans	146
P49197	RS21_CAEEL	reviewed	40S ribosomal protein S21	rps-21 F37C12.11	Caenorhabditis elegans	88
Q19877	RS23_CAEEL	reviewed	40S ribosomal protein S23	rps-23 F28D1.7	Caenorhabditis elegans	143
P52821	RS25_CAEEL	reviewed	40S ribosomal protein S25	rps-25 K02B2.5	Caenorhabditis elegans	117
O45499	RS26_CAEEL	reviewed	40S ribosomal protein S26	rps-26 F39B2.6	Caenorhabditis elegans	117
P37165	RS27A_CAEEL	reviewed	Ubiquitin-like protein 1-40S ribosomal protein S27a [Cleaved into: Ubiquitin-like protein 1; 40S ribosomal protein S27a]	ubl-1 H06I04.4	Caenorhabditis elegans	163
Q9TXP0	RS27_CAEEL	reviewed	40S ribosomal protein S27	rps-27 F56E10.4	Caenorhabditis elegans	83
Q95Y04	RS28_CAEEL	reviewed	40S ribosomal protein S28	rps-28 Y41D4B.5	Caenorhabditis elegans	65
P51403	RS2_CAEEL	reviewed	40S ribosomal protein S2	rps-2 C49H3.11	Caenorhabditis elegans	272
P48154	RS3A_CAEEL	reviewed	40S ribosomal protein S3a	rps-1 F56F3.5	Caenorhabditis elegans	257
P48152	RS3_CAEEL	reviewed	40S ribosomal protein S3	rps-3 C23G10.3	Caenorhabditis elegans	247
Q9N3X2	RS4_CAEEL	reviewed	40S ribosomal protein S4	rps-4 Y43B11AR.4	Caenorhabditis elegans	259
P49041	RS5_CAEEL	reviewed	40S ribosomal protein S5	rps-5 T05E11.1	Caenorhabditis elegans	210
Q9NEN6	RS6_CAEEL	reviewed	40S ribosomal protein S6	rps-6 Y71A12B.1	Caenorhabditis elegans	246
Q23312	RS7_CAEEL	reviewed	40S ribosomal protein S7	rps-7 ZC434.2	Caenorhabditis elegans	194
P48156	RS8_CAEEL	reviewed	40S ribosomal protein S8	rps-8 F42C5.8	Caenorhabditis elegans	208
Q20228	RS9_CAEEL	reviewed	40S ribosomal protein S9	rps-9 F40F8.10	Caenorhabditis elegans	189
P91918	RSMB_CAEEL	reviewed	Probable small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB)	snr-2 W08E3.1	Caenorhabditis elegans	160
Q23121	RSP1_CAEEL	reviewed	Probable splicing factor, arginine/serine-rich 1 (CeSRp75) (RNA-binding protein srp-5)	rsp-1 srp-5 W02B12.3	Caenorhabditis elegans	312
Q23120	RSP2_CAEEL	reviewed	Probable splicing factor, arginine/serine-rich 2 (CeSRp40) (RNA-binding protein srp-4)	rsp-2 srp-4 W02B12.2	Caenorhabditis elegans	281
Q9NEW6	RSP3_CAEEL	reviewed	Probable splicing factor, arginine/serine-rich 3 (CeSF2) (CeSF2/ASF)	rsp-3 Y111B2A.18	Caenorhabditis elegans	258
