Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9V3L1	NDST_DROME	reviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase) (Sulfateless) [Includes: Heparan sulfate N-deacetylase (EC 3.-.-.-); Heparan sulfate N-sulfotransferase (EC 2.8.2.-)]	sfl CG8339	Drosophila melanogaster (Fruit fly)	1048
P91929	NDUAA_DROME	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)	ND42 CG6343	Drosophila melanogaster (Fruit fly)	407
Q9VH39	NDUF4_DROME	reviewed	Protein NDUFAF4 homolog	CG11722	Drosophila melanogaster (Fruit fly)	203
Q9VYS5	NDUF6_DROME	reviewed	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	sicily CG15738	Drosophila melanogaster (Fruit fly)	334
Q94511	NDUS1_DROME	reviewed	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-75kD) (CI-75kD)	ND75 CG2286	Drosophila melanogaster (Fruit fly)	731
Q9VGR2	NDUF7_DROME	reviewed	NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 homolog (Protein midA homolog, mitochondrial)	CG17726	Drosophila melanogaster (Fruit fly)	437
Q9VXB0	NECAP_DROME	reviewed	NECAP-like protein CG9132	CG9132	Drosophila melanogaster (Fruit fly)	246
Q9VVI3	NEDD4_DROME	reviewed	E3 ubiquitin-protein ligase Nedd-4 (DNedd4) (EC 6.3.2.-)	Nedd4 CG7555	Drosophila melanogaster (Fruit fly)	1007
Q9VJ33	NEDD8_DROME	reviewed	NEDD8 (Neddylin) (Ubiquitin-like protein Nedd8)	Nedd8 CG10679	Drosophila melanogaster (Fruit fly)	84
Q86NP2	NELFA_DROME	reviewed	Negative elongation factor A	Nelf-A CG5874	Drosophila melanogaster (Fruit fly)	1251
Q9Y113	NELFB_DROME	reviewed	Negative elongation factor B	NELF-B CG32721	Drosophila melanogaster (Fruit fly)	594
Q24134	NELFD_DROME	reviewed	Negative elongation factor D	TH1 NELF-D CG9984	Drosophila melanogaster (Fruit fly)	578
P92204	NELFE_DROME	reviewed	Negative elongation factor E	Nelf-E anon-66Da CG5994	Drosophila melanogaster (Fruit fly)	280
Q9VBX1	NEMF_DROME	reviewed	Nuclear export mediator factor NEMF homolog (Protein Caliban)	Clbn CG11847	Drosophila melanogaster (Fruit fly)	992
Q9GYV5	NEMO_DROME	reviewed	NF-kappa-B essential modulator (Inhibitor of nuclear factor kappa B kinase subunit gamma) (DmIKKgamma) (NEMO homolog)	key IKKGAMMA CG16910	Drosophila melanogaster (Fruit fly)	387
P61849	NEMS_DROME	reviewed	Dromyosuppressin (TDVDHVFLRFamide)	Dms CG6440	Drosophila melanogaster (Fruit fly)	100
Q9W4J5	NEP1_DROME	reviewed	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine-N1)-methyltransferase) (Ribosome biogenesis protein NEP1)	CG3527	Drosophila melanogaster (Fruit fly)	252
Q8T0B1	NEPR1_DROME	reviewed	Nuclear envelope phosphatase-regulatory subunit 1 homolog (Transmembrane protein 188)	CG8009	Drosophila melanogaster (Fruit fly)	131
Q24567	NETA_DROME	reviewed	Netrin-A	NetA CG18657	Drosophila melanogaster (Fruit fly)	726
Q24568	NETB_DROME	reviewed	Netrin-B	NetB CG10521	Drosophila melanogaster (Fruit fly)	793
Q9W376	NEUFC_DROME	reviewed	Neuferricin homolog (Cytochrome b5 domain-containing protein 2 homolog)	CG12056	Drosophila melanogaster (Fruit fly)	287
P29503	NEUR_DROME	reviewed	Protein neuralized	neur neu CG11988	Drosophila melanogaster (Fruit fly)	754
Q94527	NFKB1_DROME	reviewed	Nuclear factor NF-kappa-B p110 subunit (Rel-p110) (Relish protein) [Cleaved into: Nuclear factor NF-kappa-B p68 subunit (Rel-p68); Nuclear factor NF-kappa-B p49 subunit (Rel-p49)]	Rel CG11992	Drosophila melanogaster (Fruit fly)	971
Q9VKD3	NFS1_DROME	reviewed	Probable cysteine desulfurase, mitochondrial (EC 2.8.1.7)	CG12264	Drosophila melanogaster (Fruit fly)	462
O76464	NFT1_DROME	reviewed	Nitrilase and fragile histidine triad fusion protein NitFhit (NFT-1 protein) [Includes: Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (AP3A hydrolase) (AP3Aase) (Dinucleosidetriphosphatase); Nitrilase homolog (EC 3.5.-.-)]	NitFhit CG7067	Drosophila melanogaster (Fruit fly)	460
Q8SY96	NFU1_DROME	reviewed	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	CG32500; CG32857; CG33502	Drosophila melanogaster (Fruit fly)	283
P40141	NG4_DROME	reviewed	Protein new-glue 4 (NG-4)	ng4 CG10789	Drosophila melanogaster (Fruit fly)	57
P23938	NG1_DROME	reviewed	Protein new-glue 1 (NG-1) (Salivary glue protein homolog)	ng1 ngp CG10781	Drosophila melanogaster (Fruit fly)	107
P40139	NG2_DROME	reviewed	Protein new-glue 2 (NG-2)	ng2 CG14266	Drosophila melanogaster (Fruit fly)	112
P40140	NG3_DROME	reviewed	Protein new-glue 3 (NG-3)	ng3 CG10788	Drosophila melanogaster (Fruit fly)	146
Q7KRR5	NGLY1_DROME	reviewed	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (EC 3.5.1.52) (Peptide:N-glycanase)	Pngl PNGase CG7865	Drosophila melanogaster (Fruit fly)	631
Q9U3Z7	NH2L1_DROME	reviewed	NHP2-like protein 1 homolog (Protein hoi-polloi)	hoip CG3949	Drosophila melanogaster (Fruit fly)	127
Q7KRY6	NHK1_DROME	reviewed	Nucleosomal histone kinase 1 (EC 2.7.11.1) (Protein baellchen)	ball ballchen nhk-1 CG6386	Drosophila melanogaster (Fruit fly)	599
Q9V3U2	NHP2_DROME	reviewed	H/ACA ribonucleoprotein complex subunit 2-like protein (H/ACA snoRNP protein NHP2) (Nucleolar protein family A member 2-like protein)	NHP2 CG5258	Drosophila melanogaster (Fruit fly)	160
Q9VC27	NICA_DROME	reviewed	Nicastrin	nct NCSTN CG7012	Drosophila melanogaster (Fruit fly)	695
Q9NK57	NIF3L_DROME	reviewed	NIF3-like protein 1 (Protein anon-35F/36A)	anon-35F/36A CG4278	Drosophila melanogaster (Fruit fly)	292
Q9VFS2	NINAB_DROME	reviewed	Carotenoid isomerooxygenase (EC 1.13.11.65) (Beta-carotene 15,15'-monooxygenase and retinoid isomerase) (Beta-carotene dioxygenase and retinoid isomerase) (Neither inactivation nor afterpotential mutant B)	ninaB beta-diox CG9347	Drosophila melanogaster (Fruit fly)	620
P10676	NINAC_DROME	reviewed	Neither inactivation nor afterpotential protein C (EC 2.7.11.1)	ninaC CG5125	Drosophila melanogaster (Fruit fly)	1501
Q9VGP2	NINAG_DROME	reviewed	Neither inactivation nor afterpotential protein G (EC 1.-.-.-)	ninaG CG6728	Drosophila melanogaster (Fruit fly)	581
Q7PLI2	NIPB_DROME	reviewed	Nipped-B protein (SCC2 homolog)	Nipped-B CG17704	Drosophila melanogaster (Fruit fly)	2077
Q9VXK0	NIPSN_DROME	reviewed	Protein NipSnap	Nipsnap CG9212	Drosophila melanogaster (Fruit fly)	273
A6MHQ4	NKAIN_DROME	reviewed	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein) (dNKAIN)	NKAIN CG34413	Drosophila melanogaster (Fruit fly)	658
Q9VVV9	NKD_DROME	reviewed	Protein naked cuticle (dNkd)	nkd CG11614	Drosophila melanogaster (Fruit fly)	928
Q9VPR4	NLE_DROME	reviewed	Protein Notchless	Nle CG2863	Drosophila melanogaster (Fruit fly)	488
Q27415	NLP_DROME	reviewed	Nucleoplasmin-like protein (Chromatin decondensation protein 1) (dNLP)	Nlp CRP1 CG7917	Drosophila melanogaster (Fruit fly)	152
Q24418	NMDA1_DROME	reviewed	Glutamate [NMDA] receptor subunit 1 (DNMDAR-I) (dNR1)	Nmdar1 nmr NR1 CG2902	Drosophila melanogaster (Fruit fly)	997
O61613	NMT_DROME	reviewed	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase) (NMT) (Peptide N-myristoyltransferase) (dNMT)	Nmt CG7436	Drosophila melanogaster (Fruit fly)	472
Q9VY99	NNAD_DROME	reviewed	Cytosolic carboxypeptidase NnaD (EC 3.4.17.-) (Nervous system nuclear protein induced by axotomy protein 1 homolog)	NnaD CG44533	Drosophila melanogaster (Fruit fly)	1201
Q9VVW8	NNRD_DROME	reviewed	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)	CG10424	Drosophila melanogaster (Fruit fly)	300
Q9W2Y3	NNRE_DROME	reviewed	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	CG2974	Drosophila melanogaster (Fruit fly)	230
Q7K4H4	NO66_DROME	reviewed	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (EC 1.14.11.-) (Histone lysine demethylase NO66)	CG2982	Drosophila melanogaster (Fruit fly)	653
Q9VIF0	NOC2L_DROME	reviewed	Nucleolar complex protein 2 homolog (Protein NOC2 homolog)	CG9246	Drosophila melanogaster (Fruit fly)	766
Q9VI82	NOC3L_DROME	reviewed	Nucleolar complex protein 3 homolog (NOC3 protein homolog) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein)	CG1234	Drosophila melanogaster (Fruit fly)	822
Q24423	NOC_DROME	reviewed	Zinc finger protein Noc (Zinc finger protein NocA)	noc nocA CG4491	Drosophila melanogaster (Fruit fly)	537
P18105	NOD_DROME	reviewed	Kinesin-like protein Nod	nod NODA CG1763	Drosophila melanogaster (Fruit fly)	666
Q9V411	NOG1_DROME	reviewed	Probable nucleolar GTP-binding protein 1	CG8801	Drosophila melanogaster (Fruit fly)	652
P16320	NOF_DROME	reviewed	120.7 kDa protein in NOF-FB transposable element	NOF ORF	Drosophila melanogaster (Fruit fly)	1056
O46106	NOI_DROME	reviewed	Splicing factor 3A subunit 3 (Protein noisette)	noi CG2925	Drosophila melanogaster (Fruit fly)	503
Q8IH00	NOL6_DROME	reviewed	Nucleolar protein 6 (Maternal transcript 89Ba)	Mat89Ba CG12785	Drosophila melanogaster (Fruit fly)	1193
A1ZA92	NOL9_DROME	reviewed	Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.-) (Nucleolar protein 9 homolog)	CG8414	Drosophila melanogaster (Fruit fly)	995
Q9W020	NOM1_DROME	reviewed	Nucleolar MIF4G domain-containing protein 1 homolog	CG9004	Drosophila melanogaster (Fruit fly)	854
Q04047	NONA_DROME	reviewed	Protein no-on-transient A (Puff-specific protein Bj6)	nonA CG4211	Drosophila melanogaster (Fruit fly)	700
Q9V5P6	NOP10_DROME	reviewed	H/ACA ribonucleoprotein complex subunit 3 (Nucleolar protein 10) (Nucleolar protein family A member 3) (snoRNP protein dNop10)	CG7637	Drosophila melanogaster (Fruit fly)	64
Q9VEJ2	NOP14_DROME	reviewed	Nucleolar protein 14 homolog (Nucleolar complex protein 14 homolog)	l(3)07882 CG5824	Drosophila melanogaster (Fruit fly)	852
Q9VWV8	NOSIP_DROME	reviewed	Nitric oxide synthase-interacting protein homolog	CG6179	Drosophila melanogaster (Fruit fly)	307
Q27571	NOS_DROME	reviewed	Nitric oxide synthase (EC 1.14.13.39) (dNOS)	Nos CG6713	Drosophila melanogaster (Fruit fly)	1349
Q9VUX3	NOTUM_DROME	reviewed	Palmitoleoyl-protein carboxylesterase NOTUM (EC 3.1.1.-) (Protein Notum) (Protein wingful) (dNOTUM)	Notum wf CG13076	Drosophila melanogaster (Fruit fly)	671
P07207	NOTCH_DROME	reviewed	Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]	N CG3936	Drosophila melanogaster (Fruit fly)	2703
Q9VVR1	NOT_DROME	reviewed	Ubiquitin carboxyl-terminal hydrolase nonstop (EC 3.4.19.12) (Deubiquitinating enzyme nonstop) (Ubiquitin thioesterase nonstop) (Ubiquitin-specific-processing protease nonstop)	not CG4166	Drosophila melanogaster (Fruit fly)	735
Q9VQ62	NPC2_DROME	reviewed	Protein NPC2 homolog (Niemann Pick type C2 protein homolog)	Npc2a NPC2 CG7291	Drosophila melanogaster (Fruit fly)	148
Q9VNM1	NPFR_DROME	reviewed	Neuropeptide F receptor (DmNPFR1)	NPFR NPFR1 CG1147	Drosophila melanogaster (Fruit fly)	485
Q9VET0	NPF_DROME	reviewed	Neuropeptide F (NPF) (dNPF)	NPF CG10342	Drosophila melanogaster (Fruit fly)	102
Q9VBP9	NPL4_DROME	reviewed	Nuclear protein localization protein 4 homolog	Npl4 CG4673	Drosophila melanogaster (Fruit fly)	652
Q9VV28	NPLP3_DROME	reviewed	Neuropeptide-like 3 [Cleaved into: SHA-peptide; VVI-amide peptide]	Nplp3 CG13061	Drosophila melanogaster (Fruit fly)	90
Q9W0W6	NPLP1_DROME	reviewed	Neuropeptide-like 1 [Cleaved into: MTYamide peptide; IPNamide peptide; NAP peptide; NPLP1-1; NPLP1-2; NPLP1-3; NPLP1-4; NPLP1-5; NPLP1-6]	Nplp1 CG3441	Drosophila melanogaster (Fruit fly)	309
Q9VU58	NPLP2_DROME	reviewed	Neuropeptide-like 2 (NEF peptide)	Nplp2 CG11051	Drosophila melanogaster (Fruit fly)	86
Q9VQ66	NPLP4_DROME	reviewed	Neuropeptide-like 4 (YSY peptide)	Nplp4 CG15361	Drosophila melanogaster (Fruit fly)	64
Q9VUB4	NPRL3_DROME	reviewed	Nitrogen permease regulator 3-like protein	CG8783	Drosophila melanogaster (Fruit fly)	610
P25931	NPYR_DROME	reviewed	Neuropeptide Y receptor (NPY-R) (PR4 receptor) (RYamide receptor)	RYa-R NepYr CG5811	Drosophila melanogaster (Fruit fly)	464
Q9Y0Y6	NRBP_DROME	reviewed	Nuclear receptor-binding protein homolog (MLF1-adaptor molecule)	Madm CG1098	Drosophila melanogaster (Fruit fly)	637
P20241	NRG_DROME	reviewed	Neuroglian	Nrg CG1634	Drosophila melanogaster (Fruit fly)	1302
Q9VEG9	NRM_DROME	reviewed	Nurim homolog (Nuclear envelope membrane protein) (Nuclear rim protein)	nrm CG7655	Drosophila melanogaster (Fruit fly)	253
P23654	NRT_DROME	reviewed	Neurotactin	Nrt CG9704	Drosophila melanogaster (Fruit fly)	846
Q94887	NRX4_DROME	reviewed	Neurexin-4 (Neurexin IV)	Nrx-IV Nrx CG6827	Drosophila melanogaster (Fruit fly)	1284
Q9VMA0	NSE1_DROME	reviewed	Non-structural maintenance of chromosomes element 1 homolog (Non-SMC element 1 homolog)	CG11329	Drosophila melanogaster (Fruit fly)	235
P46461	NSF1_DROME	reviewed	Vesicle-fusing ATPase 1 (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein 1) (NEM-sensitive fusion protein 1) (Protein comatose) (Vesicular-fusion protein NSF1) (dNsf-1) (NSF-1)	comt Nsf Nsf1 CG1618	Drosophila melanogaster (Fruit fly)	745
P54351	NSF2_DROME	reviewed	Vesicle-fusing ATPase 2 (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein 2) (NEM-sensitive fusion protein 2) (Vesicular-fusion protein NSF2) (dNsf-2) (NSF-2)	Nsf2 CG33101	Drosophila melanogaster (Fruit fly)	752
Q9VZS6	NSMA_DROME	reviewed	Putative neutral sphingomyelinase (EC 3.1.4.12)	CG12034	Drosophila melanogaster (Fruit fly)	442
Q9W4M9	NSUN2_DROME	reviewed	tRNA (cytosine(34)-C(5))-methyltransferase (EC 2.1.1.203) (NOP2/Sun domain family member 2 ortholog)	Nsun2 CG6133	Drosophila melanogaster (Fruit fly)	746
P82149	NT53_DROME	reviewed	Lethal(2)neighbour of tid protein 2 (NOT53)	l(2)not2	Drosophila melanogaster (Fruit fly)	484
Q27333	NT56_DROME	reviewed	Lethal(2)neighbour of tid protein (NOT45) (NOT56)	l(2)not CG4084	Drosophila melanogaster (Fruit fly)	510
Q7K2Y9	NTAQ1_DROME	reviewed	Protein N-terminal glutamine amidohydrolase (EC 3.5.1.-) (Protein NH2-terminal glutamine deamidase) (N-terminal Gln amidase) (Nt(Q)-amidase) (Protein tungus)	tun CG8253	Drosophila melanogaster (Fruit fly)	205
Q6NN40	NTM1_DROME	reviewed	Alpha N-terminal protein methyltransferase 1 (EC 2.1.1.244) (X-Pro-Lys N-terminal protein methyltransferase 1) (NTM1)	Ntmt CG1675	Drosophila melanogaster (Fruit fly)	276
Q9VXE6	NU153_DROME	reviewed	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)	Nup153 CG4453	Drosophila melanogaster (Fruit fly)	1883
Q9VKJ3	NU160_DROME	reviewed	Nuclear pore complex protein Nup160 homolog (Nuclear pore protein 160)	Nup160 CG4738	Drosophila melanogaster (Fruit fly)	1411
P18929	NU1M_DROME	reviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 1.6.5.3) (NADH dehydrogenase subunit 1)	mt:ND1 ND1	Drosophila melanogaster (Fruit fly)	312
Q9W1X4	NU214_DROME	reviewed	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (DNup214) (Nucleoporin Nup214)	Nup214 CG3820	Drosophila melanogaster (Fruit fly)	1711
P03896	NU2M_DROME	reviewed	NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3) (NADH dehydrogenase subunit 2)	mt:ND2 NADH2 ND2	Drosophila melanogaster (Fruit fly)	341
Q9W0T1	NU301_DROME	reviewed	Nucleosome-remodeling factor subunit NURF301 (Enhancer of bithorax) (Nucleosome-remodeling factor 215 kDa subunit) (NURF-215)	E(bx) CG32346 CG7022 Nurf301	Drosophila melanogaster (Fruit fly)	2669
P18930	NU3M_DROME	reviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3) (NADH dehydrogenase subunit 3)	mt:ND3 ND3	Drosophila melanogaster (Fruit fly)	117
P18934	NU4LM_DROME	reviewed	NADH-ubiquinone oxidoreductase chain 4L (EC 1.6.5.3) (NADH dehydrogenase subunit 4L)	mt:ND4L ND4L	Drosophila melanogaster (Fruit fly)	96
P18931	NU4M_DROME	reviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3) (NADH dehydrogenase subunit 4)	mt:ND4 ND4 CG34085	Drosophila melanogaster (Fruit fly)	446
P18932	NU5M_DROME	reviewed	NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3) (NADH dehydrogenase subunit 5)	mt:ND5 NADH5 ND5	Drosophila melanogaster (Fruit fly)	572
P18933	NU6M_DROME	reviewed	NADH-ubiquinone oxidoreductase chain 6 (EC 1.6.5.3) (NADH dehydrogenase subunit 6)	mt:ND6 ND6	Drosophila melanogaster (Fruit fly)	174
Q9VJI9	NUBP1_DROME	reviewed	Cytosolic Fe-S cluster assembly factor NUBP1 homolog	CG17904	Drosophila melanogaster (Fruit fly)	311
Q9VPD2	NUBP2_DROME	reviewed	Cytosolic Fe-S cluster assembly factor NUBP2 homolog	CG4858	Drosophila melanogaster (Fruit fly)	260
P98159	NUDEL_DROME	reviewed	Serine protease nudel (EC 3.4.21.-)	ndl CG10129	Drosophila melanogaster (Fruit fly)	2616
P32845	NULLO_DROME	reviewed	Protein nullo	nullo CG14426	Drosophila melanogaster (Fruit fly)	213
P16554	NUMB_DROME	reviewed	Protein numb	numb CG3779	Drosophila melanogaster (Fruit fly)	556
Q9V6B9	NUP54_DROME	reviewed	Probable nucleoporin Nup54	Nup54 CG8831	Drosophila melanogaster (Fruit fly)	610
Q9GYU8	NUP88_DROME	reviewed	Nuclear pore complex protein Nup88 (88 kDa nuclear pore complex protein) (Nucleoporin Nup88) (Protein members only) (dNup88)	mbo Nup88 CG6819	Drosophila melanogaster (Fruit fly)	702
Q9VDV3	NUPL1_DROME	reviewed	Probable nucleoporin Nup58	Nup58 CG7360	Drosophila melanogaster (Fruit fly)	546
Q8SX86	NUTC_DROME	reviewed	Protein nutcracker	ntc CG10855	Drosophila melanogaster (Fruit fly)	314
Q9U1H9	NXF1_DROME	reviewed	Nuclear RNA export factor 1 (Protein small bristles) (DmNXF1) (Protein tip-associating)	sbr nxf1 CG1664	Drosophila melanogaster (Fruit fly)	672
Q9VV73	NXF2_DROME	reviewed	Nuclear RNA export factor 2	nxf2 CG4118	Drosophila melanogaster (Fruit fly)	841
Q9V3H8	NXT1_DROME	reviewed	NTF2-related export protein (p15)	Nxt1 CG12752	Drosophila melanogaster (Fruit fly)	133
Q9NLA6	OAF_DROME	reviewed	Out at first protein [Cleaved into: Out at first short protein]	oaf CG9884	Drosophila melanogaster (Fruit fly)	487
P22270	OAR_DROME	reviewed	Tyramine/octopamine receptor (Tyr/Oct-Dro)	Oct-TyrR OcR OctyR99AB TYR TyrR CG7485	Drosophila melanogaster (Fruit fly)	601
Q9VW26	OAT_DROME	reviewed	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	Oat CG8782	Drosophila melanogaster (Fruit fly)	431
P54361	OAZ_DROME	reviewed	Ornithine decarboxylase antizyme (ODC-Az) (Protein gutfeeling)	Oda guf CG16747	Drosophila melanogaster (Fruit fly)	254
Q27377	OB10_DROME	reviewed	Putative odorant-binding protein A10 (Antennal protein 10) (OS-D protein)	a10 OS-D CG6642	Drosophila melanogaster (Fruit fly)	155
Q9VR94	OB19A_DROME	reviewed	General odorant-binding protein 19a	Obp19a CG11748	Drosophila melanogaster (Fruit fly)	146
P54192	OB19D_DROME	reviewed	General odorant-binding protein 19d (Odorant-binding protein 19d) (Pheromone-binding protein-related protein 2) (PBPRP-2)	Obp19d Pbprp2 CG1668	Drosophila melanogaster (Fruit fly)	150
Q9V8Y2	OB56A_DROME	reviewed	General odorant-binding protein 56a	Obp56a CG11797	Drosophila melanogaster (Fruit fly)	139
P54195	OB28A_DROME	reviewed	General odorant-binding protein 28a (Odorant-binding protein 28a) (Pheromone-binding protein-related protein 5) (PBPRP-5)	Obp28a Pbprp5 CG6641	Drosophila melanogaster (Fruit fly)	143
Q8SY61	OB56D_DROME	reviewed	General odorant-binding protein 56d	Obp56d CG11218	Drosophila melanogaster (Fruit fly)	131
Q9V8Y9	OB56H_DROME	reviewed	General odorant-binding protein 56h	Obp56h CG13874	Drosophila melanogaster (Fruit fly)	134
Q8MKK0	OB57A_DROME	reviewed	General odorant-binding protein 57a	Obp57a CG30141	Drosophila melanogaster (Fruit fly)	169
Q8MKJ4	OB57B_DROME	reviewed	General odorant-binding protein 57b	Obp57b CG30142	Drosophila melanogaster (Fruit fly)	141
Q9V938	OB57E_DROME	reviewed	General odorant-binding protein 57e	Obp57e CG30145	Drosophila melanogaster (Fruit fly)	136
Q9V931	OB57C_DROME	reviewed	General odorant-binding protein 57c	Obp57c CG13421	Drosophila melanogaster (Fruit fly)	149
Q8MMF9	OB57D_DROME	reviewed	General odorant-binding protein 57d	Obp57d CG30150	Drosophila melanogaster (Fruit fly)	136
P54191	OB69A_DROME	reviewed	General odorant-binding protein 69a (Odorant-binding protein 69a) (Pheromone-binding protein-related protein 1) (PBPRP-1)	Obp69a Pbprp1 CG10436	Drosophila melanogaster (Fruit fly)	148
O02372	OB76A_DROME	reviewed	General odorant-binding protein lush	lush Obp76a Obp76c CG8807	Drosophila melanogaster (Fruit fly)	153
Q9VAJ4	OB99A_DROME	reviewed	General odorant-binding protein 99a	Obp99a CG18111	Drosophila melanogaster (Fruit fly)	142
P54194	OB84A_DROME	reviewed	General odorant-binding protein 84a (Odorant-binding protein 84a) (Pheromone-binding protein-related protein 4) (PBPRP-4)	Obp84a Pbprp4 CG1176	Drosophila melanogaster (Fruit fly)	175
P54193	OB83A_DROME	reviewed	General odorant-binding protein 83a (Odorant-binding protein 83a) (Odorant-binding protein OS-F) (Pheromone-binding protein-related protein 3) (PBPRP-3)	Obp83a OS-F Pbprp3 CG11421	Drosophila melanogaster (Fruit fly)	154
Q9VAI6	OB99B_DROME	reviewed	General odorant-binding protein 99b	Obp99b CG7592	Drosophila melanogaster (Fruit fly)	149
P54185	OBA5_DROME	reviewed	Putative odorant-binding protein A5 (Antennal protein 5)	a5 CG5430	Drosophila melanogaster (Fruit fly)	210
Q9W1X9	OCAD1_DROME	reviewed	OCIA domain-containing protein 1	asrij CG13533	Drosophila melanogaster (Fruit fly)	257
Q4LBB9	OCTB2_DROME	reviewed	Octopamine receptor beta-2R (DmOct-beta-12) (DmOct-beta-2R)	Octbeta2R Octbeta2 CG33976	Drosophila melanogaster (Fruit fly)	536
Q95R48	OCTL_DROME	reviewed	Organic cation transporter-like protein	Orct2 CG13610	Drosophila melanogaster (Fruit fly)	567
Q9VCZ3	OCTB1_DROME	reviewed	Octopamine receptor beta-1R (DmOA2) (DmOct-beta-1R)	oa2 Oct-beta-1 Oct-beta-1R CG6919	Drosophila melanogaster (Fruit fly)	508
Q4LBB6	OCTB3_DROME	reviewed	Octopamine receptor beta-3R (DmOct-beta-3R)	Octbeta3R Oct-beta-3 CG42244	Drosophila melanogaster (Fruit fly)	1256
P23803	ODD_DROME	reviewed	Protein odd-skipped	odd CG3851	Drosophila melanogaster (Fruit fly)	392
Q9VTX8	ODR4_DROME	reviewed	Protein odr-4 homolog	CG10616	Drosophila melanogaster (Fruit fly)	492
Q9V6X7	OFUT1_DROME	reviewed	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Neurotic protein) (Peptide-O-fucosyltransferase 1) (O-FucT-1)	O-fut1 nti CG12366	Drosophila melanogaster (Fruit fly)	402
Q9W589	OFUT2_DROME	reviewed	GDP-fucose protein O-fucosyltransferase 2 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 2) (O-FucT-2)	O-fut2 CG14789	Drosophila melanogaster (Fruit fly)	490
Q9I7H9	OGFD1_DROME	reviewed	Prolyl 3-hydroxylase sudestada1 (EC 1.14.11.-) (2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1 homolog)	sud1 CG18761 CG31120 CG44254	Drosophila melanogaster (Fruit fly)	536
Q9V3I8	OGG1_DROME	reviewed	N-glycosylase/DNA lyase (dOgg1) [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)]	Ogg1 CG1795	Drosophila melanogaster (Fruit fly)	343
Q8SWU7	OLA1_DROME	reviewed	Obg-like ATPase 1	CG1354	Drosophila melanogaster (Fruit fly)	397
Q24432	OMB_DROME	reviewed	Optomotor-blind protein (Lethal(1)optomotor-blind) (L(1)omb) (Protein bifid)	bi OMB CG3578	Drosophila melanogaster (Fruit fly)	972
Q9NJB5	ONEC_DROME	reviewed	Homeobox protein onecut	onecut CG1922	Drosophila melanogaster (Fruit fly)	1081
Q9VCG3	OPA32_DROME	reviewed	Putative OPA3-like protein CG13603	CG13601	Drosophila melanogaster (Fruit fly)	255
Q9VCG2	OPA31_DROME	reviewed	Putative OPA3-like protein CG13602	CG13602	Drosophila melanogaster (Fruit fly)	111
P23488	OPAP_DROME	reviewed	Male-specific opa-containing protein (Protein dromsopa)	msopa CG14560	Drosophila melanogaster (Fruit fly)	83
P39768	OPA_DROME	reviewed	Pair-rule protein odd-paired	opa CG1133	Drosophila melanogaster (Fruit fly)	609
